customer_id,last_purchase_date,frequency,monetary_value,recency,R_score,F_score,M_score,RFM_Score,segment
28628,2011-10-08,1,3578.27,996,1,1,4,114,At Risk
24300,2014-03-27,2,4144.34,95,3,1,4,314,Regular
22136,2013-10-06,3,553.97,267,1,2,3,123,At Risk
26464,2014-03-30,2,59.98,92,3,1,2,312,Regular
30102,2014-05-01,9,6323.63,60,4,4,4,444,High Value
26856,2013-10-14,4,810.32,259,2,3,3,233,Regular
29020,2013-11-27,2,13.98,215,2,1,1,211,At Risk
27938,2013-12-12,2,38.98,200,2,1,1,211,At Risk
22528,2014-01-08,2,39.98,173,2,1,1,211,At Risk
25774,2014-02-04,4,2537.32,146,3,3,3,333,Regular
24692,2014-05-22,2,38.98,39,4,1,1,411,Regular
23610,2014-06-23,2,38.98,7,4,1,1,411,Regular
11018,2014-03-26,7,6533.28,96,3,4,4,344,Regular
12100,2014-02-17,4,129.47,133,3,3,2,332,Regular
29644,2014-05-01,12,7183.57,60,4,4,4,444,High Value
12664,2014-03-11,4,77.96,111,3,3,2,332,Regular
27652,2014-01-05,3,75.47,176,2,2,2,222,At Risk
15581,2014-01-26,6,113.94,155,3,4,2,342,Regular
13351,2013-10-08,2,4476.55,265,1,1,4,114,At Risk
16222,2013-07-17,2,561.48,348,1,1,3,113,At Risk
24048,2013-12-20,2,1174.48,192,2,1,3,213,At Risk
21177,2014-01-06,2,39.99,175,2,1,1,211,At Risk
29003,2014-02-08,1,4.99,142,3,1,1,311,Regular
14702,2014-03-08,7,6729.57,114,3,4,4,344,Regular
12710,2013-12-26,4,4774.04,186,2,3,4,234,Regular
19780,2014-01-28,4,614.96,153,3,3,3,333,Regular
14184,2013-12-29,6,105.24,183,2,4,2,242,Regular
19139,2013-10-21,1,69.99,252,2,1,2,212,At Risk
21131,2013-11-26,2,39.98,216,2,1,1,211,At Risk
26086,2014-03-23,3,149.98,99,3,2,2,322,Regular
16740,2013-07-17,5,6099.1,348,1,4,4,144,Regular
25568,2014-03-18,4,1253.07,104,3,3,3,333,Regular
17742,2013-08-31,3,4198.33,303,1,2,4,124,At Risk
27483,2014-05-17,4,1382.46,44,4,3,3,433,High Value
19657,2013-11-22,5,756.26,220,2,4,3,243,Regular
14748,2013-12-31,2,124.99,181,2,1,2,212,At Risk
29126,2011-11-01,1,3578.27,972,1,1,4,114,At Risk
19093,2013-08-31,4,6035.6,303,1,3,4,134,Regular
26132,2013-07-03,2,39.98,362,1,1,1,111,At Risk
17101,2014-03-04,6,163.94,118,3,4,2,342,Regular
18306,2013-12-23,3,87.77,189,2,2,2,222,At Risk
28124,2014-04-30,4,21.26,61,4,3,1,431,Regular
27606,2014-04-21,3,5997.33,70,4,2,4,424,Regular
29521,2014-03-31,114,184846.25,91,3,4,4,344,Regular
17619,2014-04-23,6,163.92,68,4,4,2,442,Regular
15704,2014-01-19,1,35.0,162,3,1,1,311,Regular
16786,2014-03-28,1,2294.99,94,3,1,3,313,Regular
28439,2014-06-18,3,60.47,12,4,2,2,422,Regular
17055,2013-10-20,2,4347.76,253,2,1,4,214,At Risk
28170,2011-08-18,1,3578.27,1047,1,1,4,114,At Risk
18260,2013-07-29,4,6035.6,336,1,3,4,134,Regular
18137,2014-02-08,5,3043.06,142,3,4,4,344,Regular
27088,2013-02-04,1,2071.42,511,1,1,3,113,At Risk
16268,2014-05-17,5,2778.82,44,4,4,3,443,High Value
28957,2013-09-29,2,2419.06,274,1,1,3,113,At Risk
26965,2013-11-29,3,776.33,213,2,2,3,223,At Risk
15658,2014-02-01,3,64.97,149,3,2,2,322,Regular
23733,2014-03-10,4,567.76,112,3,3,3,333,Regular
18575,2014-03-17,2,78.98,105,3,1,2,312,Regular
23484,2014-04-12,1,539.99,79,4,1,2,412,Regular
18824,2014-05-01,4,2394.97,60,4,3,3,433,High Value
18183,2014-02-09,5,3343.36,141,3,4,4,344,Regular
24171,2014-02-18,5,3006.31,132,3,4,4,344,Regular
19216,2013-09-29,2,54.98,274,1,1,1,111,At Risk
25050,2013-10-02,2,2419.06,271,1,1,3,113,At Risk
24612,2013-07-19,5,2152.2,346,1,4,3,143,Regular
23530,2014-06-07,2,39.98,23,4,1,1,411,Regular
15266,2014-04-17,6,2935.37,74,4,4,4,444,High Value
22213,2013-07-30,3,59.27,335,1,2,2,122,At Risk
25004,2014-06-23,1,24.99,7,4,1,1,411,Regular
11831,2013-07-13,3,5933.25,352,1,2,4,124,At Risk
13746,2013-06-25,5,3250.11,370,1,4,4,144,Regular
11582,2013-08-23,3,4379.08,311,1,2,4,124,At Risk
14825,2013-11-19,4,61.45,223,2,3,2,232,Regular
22651,2014-02-22,2,574.98,128,3,1,3,313,Regular
24566,2014-04-23,1,4.99,68,4,1,1,411,Regular
14433,2013-12-07,3,3342.41,205,2,2,4,224,At Risk
22259,2013-06-10,4,562.96,385,1,3,3,133,Regular
25253,2013-08-19,4,73.96,315,1,3,2,132,Regular
12269,2013-11-27,2,43.98,215,2,1,1,211,At Risk
20095,2014-02-06,2,59.98,144,3,1,2,312,Regular
22697,2013-08-06,3,83.97,328,1,2,2,122,At Risk
23779,2013-10-27,3,1147.77,246,2,2,3,223,At Risk
11877,2014-05-30,2,42.95,31,4,1,1,411,Regular
21615,2014-04-06,2,1155.48,85,4,1,3,413,Regular
23092,2013-11-25,1,29.99,217,2,1,1,211,At Risk
11190,2014-06-18,4,46.27,12,4,3,1,431,Regular
22010,2014-03-30,3,49.97,92,3,2,1,321,Regular
20928,2014-03-30,3,40.23,92,3,2,1,321,Regular
16660,2014-05-14,2,5898.26,47,4,1,4,414,Regular
19577,2013-09-26,5,6037.89,277,1,4,4,144,Regular
23656,2014-02-11,2,4144.34,139,3,1,4,314,Regular
20739,2013-08-10,2,78.98,324,1,1,2,112,At Risk
25648,2013-11-28,1,4.99,214,2,1,1,211,At Risk
29395,2014-05-07,2,13.98,54,4,1,1,411,Regular
18011,2014-03-19,6,2590.36,103,3,4,3,343,Regular
11064,2013-06-27,2,2304.98,368,1,1,3,113,At Risk
27214,2013-10-01,3,187.98,272,1,2,2,122,At Risk
15784,2014-04-14,3,4379.09,77,4,2,4,424,Regular
24440,2013-09-24,3,61.08,279,1,2,2,122,At Risk
27686,2014-06-30,3,74.98,0,4,2,2,422,Regular
20049,2014-01-23,3,3150.4,158,3,2,4,324,Regular
11393,2013-12-16,2,13.98,196,2,1,1,211,At Risk
28562,2014-04-10,4,3219.19,81,4,3,4,434,High Value
19906,2014-01-09,2,13.98,172,2,1,1,211,At Risk
17493,2014-05-14,3,130.96,47,4,2,2,422,Regular
30085,2014-03-31,22,4378.71,91,3,4,4,344,Regular
29913,2014-03-31,357,676735.46,91,3,4,4,344,Regular
21257,2014-03-15,2,4144.34,107,3,1,4,314,Regular
18134,2014-02-14,6,5732.47,136,3,4,4,344,Regular
27921,2014-01-19,2,7.28,162,3,1,1,311,Regular
23968,2014-02-20,2,39.98,130,3,1,1,311,Regular
19265,2014-04-27,3,42.28,64,4,2,1,421,Regular
18701,2013-07-11,4,5357.74,354,1,3,4,134,Regular
29770,2014-05-01,267,445390.6,60,4,4,4,444,High Value
15455,2014-03-15,6,3099.29,107,3,4,4,344,Regular
14622,2013-10-13,4,28.96,260,2,3,1,231,Regular
16537,2013-10-26,1,24.99,247,2,1,1,211,At Risk
27357,2014-02-16,1,69.99,134,3,1,2,312,Regular
17868,2014-02-17,2,1735.98,133,3,1,3,313,Regular
28688,2014-03-03,2,901.35,119,3,1,3,313,Regular
26524,2014-05-21,2,27.28,40,4,1,1,411,Regular
28047,2011-07-18,1,3578.27,1078,1,1,4,114,At Risk
29252,2014-02-27,5,4389.59,123,3,4,4,344,Regular
25883,2012-07-16,1,2443.35,714,1,1,3,113,At Risk
14104,2013-09-01,4,1889.91,302,1,3,3,133,Regular
17350,2014-03-06,4,127.47,116,3,3,2,332,Regular
16096,2014-03-27,9,212.01,95,3,4,2,342,Regular
15186,2014-06-07,4,86.76,23,4,3,2,432,Regular
29129,2013-10-03,1,24.99,270,1,1,1,111,At Risk
19342,2013-10-06,3,31.27,267,1,2,1,121,At Risk
26006,2014-04-27,1,24.99,64,4,1,1,411,Regular
17178,2014-05-18,2,13.98,43,4,1,1,411,Regular
21741,2013-08-02,3,4127.25,332,1,2,4,124,At Risk
21492,2013-10-31,2,14.98,242,2,1,1,211,At Risk
28831,2011-11-20,1,3578.27,953,1,1,4,114,At Risk
20175,2013-12-09,4,1214.46,203,2,3,3,233,Regular
13228,2013-12-26,2,56.97,186,2,1,2,212,At Risk
26212,2014-03-07,2,23.78,115,3,1,1,311,Regular
21884,2014-03-08,3,74.98,114,3,2,2,322,Regular
26604,2014-02-16,3,4442.16,134,3,2,4,324,Regular
13620,2014-04-15,7,6848.07,76,4,4,4,444,High Value
12538,2013-10-27,1,8.99,246,2,1,1,211,At Risk
16866,2014-03-15,6,2444.45,107,3,4,3,343,Regular
25522,2014-04-03,4,628.97,88,3,3,3,333,Regular
18495,2013-08-18,2,6021.62,316,1,1,4,114,At Risk
20410,2013-09-10,3,49.97,293,1,2,1,121,At Risk
22574,2013-11-03,1,69.99,239,2,1,2,212,At Risk
24738,2014-01-05,4,2433.04,176,2,3,3,233,Regular
22823,2014-02-10,3,43.97,140,3,2,1,321,Regular
20659,2014-05-27,4,2466.32,34,4,3,3,433,High Value
22966,2013-09-18,3,3917.54,285,1,2,4,124,At Risk
14310,2014-02-15,9,5200.66,135,3,4,4,344,Regular
25130,2013-10-09,2,7.28,264,1,1,1,111,At Risk
12146,2014-04-10,6,227.42,81,4,4,2,442,Regular
11705,2013-10-27,5,5940.54,246,2,4,4,244,Regular
14951,2013-07-08,3,4153.25,357,1,2,4,124,At Risk
16033,2014-05-29,4,3743.39,32,4,3,4,434,High Value
22525,2013-09-19,2,574.98,284,1,1,3,113,At Risk
12787,2014-02-25,5,53.56,125,3,4,1,341,Regular
13869,2014-04-04,1,21.98,87,3,1,1,311,Regular
12395,2014-02-24,4,5968.25,126,3,3,4,334,Regular
13477,2013-11-27,3,4511.54,215,2,2,4,224,At Risk
24297,2013-07-19,3,38.88,346,1,2,1,121,At Risk
25379,2013-09-29,1,1214.85,274,1,1,3,113,At Risk
11313,2014-04-28,4,44.57,63,4,3,1,431,Regular
22133,2013-10-19,4,556.26,254,2,3,3,233,Regular
23215,2014-02-23,4,49.96,127,3,3,1,331,Regular
21051,2014-04-15,1,1120.49,76,4,1,3,413,Regular
16411,2013-10-02,3,4659.9,271,1,2,4,124,At Risk
11502,2014-06-29,43,1026.29,1,4,4,3,443,High Value
13494,2013-10-18,2,39.98,255,2,1,1,211,At Risk
23905,2014-01-20,2,574.98,161,3,1,3,313,Regular
25897,2014-03-13,1,32.6,109,3,1,1,311,Regular
28814,2014-04-28,3,31.27,63,4,2,1,421,Regular
29833,2013-04-30,8,5751.61,426,1,4,4,144,Regular
12521,2014-02-24,4,4438.38,126,3,3,4,334,Regular
22886,2013-09-16,3,599.47,287,1,2,3,123,At Risk
20347,2013-09-20,1,2443.35,283,1,1,3,113,At Risk
24878,2013-10-19,2,23.78,254,2,1,1,211,At Risk
15392,2013-11-11,2,39.98,231,2,1,1,211,At Risk
14513,2014-03-22,1,4.99,100,3,1,1,311,Regular
11456,2013-10-31,11,8224.46,242,2,4,4,244,Regular
23859,2013-06-02,3,4153.25,393,1,2,4,124,At Risk
21366,2013-07-04,2,39.98,361,1,1,1,111,At Risk
18449,2013-12-04,5,100.94,208,2,4,2,242,Regular
26776,2013-10-22,2,25.48,251,2,1,1,211,At Risk
23358,2014-01-16,4,561.92,165,3,3,3,333,Regular
12475,2014-01-23,4,4438.38,158,3,3,4,334,Regular
17430,2013-10-22,1,4.99,251,2,1,1,211,At Risk
27795,2013-12-03,2,1174.48,209,2,1,3,213,At Risk
22385,2014-02-11,2,58.98,139,3,1,2,312,Regular
22840,2014-03-23,2,37.29,99,3,1,1,311,Regular
11001,2014-05-12,11,6383.88,49,4,4,4,444,High Value
28313,2013-10-20,6,647.94,253,2,4,3,243,Regular
21821,2013-12-27,3,48.97,185,2,2,1,221,At Risk
18904,2014-02-17,4,607.96,133,3,3,3,333,Regular
23404,2014-02-20,3,624.97,130,3,2,3,323,Regular
16912,2014-04-28,3,2380.47,63,4,2,3,423,Regular
28296,2014-05-14,3,5997.33,47,4,2,4,424,Regular
25757,2013-09-06,4,628.97,297,1,3,3,133,Regular
12976,2014-02-02,1,21.98,148,3,1,1,311,Regular
19468,2014-04-25,2,6.28,66,4,1,1,411,Regular
13540,2013-12-27,9,6528.18,185,2,4,4,244,Regular
24360,2013-10-07,4,3626.82,266,1,3,4,134,Regular
25442,2014-03-03,2,1735.98,119,3,1,3,313,Regular
18950,2014-04-08,3,2351.96,83,4,2,3,423,Regular
20424,2013-08-16,4,4132.24,318,1,3,4,134,Regular
15014,2013-11-12,6,3860.87,230,2,4,4,244,Regular
26916,2014-05-30,2,1322.98,31,4,1,3,413,Regular
21506,2014-05-20,4,2369.96,41,4,3,3,433,High Value
22903,2013-09-29,3,6054.22,274,1,2,4,124,At Risk
15077,2014-05-21,7,6673.53,40,4,4,4,444,High Value
27231,2013-03-06,1,2049.1,481,1,1,3,113,At Risk
19405,2013-07-12,2,1170.48,353,1,1,3,113,At Risk
19986,2013-09-02,4,1189.46,301,1,3,3,133,Regular
19013,2013-08-25,4,636.45,309,1,3,3,133,Regular
26839,2013-10-18,4,77.96,255,2,3,2,232,Regular
23341,2014-03-10,2,561.48,112,3,1,3,313,Regular
29378,2014-04-13,2,39.99,78,4,1,1,411,Regular
20284,2014-01-28,5,5328.23,153,3,4,4,344,Regular
27277,2013-04-27,1,2071.42,429,1,1,3,113,At Risk
28359,2013-12-07,2,78.98,205,2,1,2,212,At Risk
27858,2013-12-20,3,75.47,192,2,2,2,222,At Risk
14874,2014-02-08,2,804.48,142,3,1,3,313,Regular
15956,2014-04-29,1,4.99,62,4,1,1,411,Regular
16348,2014-05-25,4,5918.24,36,4,3,4,434,High Value
28250,2014-05-05,3,6016.33,56,4,2,4,424,Regular
17885,2014-01-13,2,2701.43,168,2,1,3,213,At Risk
13557,2013-12-26,4,4443.38,186,2,3,4,234,Regular
18967,2013-07-12,3,132.97,353,1,2,2,122,At Risk
29332,2013-08-16,3,165.28,318,1,2,2,122,At Risk
23922,2013-09-29,4,2466.32,274,1,3,3,133,Regular
23295,2014-02-13,2,34.98,137,3,1,1,311,Regular
12020,2014-03-14,3,804.47,108,3,2,3,323,Regular
24815,2013-09-09,2,2438.06,294,1,1,3,113,At Risk
20487,2013-10-01,1,9.99,272,1,1,1,111,At Risk
13995,2014-04-19,3,64.97,72,4,2,2,422,Regular
26979,2014-02-03,4,588.96,147,3,3,3,333,Regular
28751,2014-05-23,5,3240.88,38,4,4,4,444,High Value
11439,2014-03-22,14,12489.17,100,3,4,4,344,Regular
13603,2013-11-10,6,133.94,232,2,4,2,242,Regular
24423,2013-08-28,1,32.6,306,1,1,1,111,At Risk
17931,2014-01-27,1,29.99,154,3,1,1,311,Regular
12913,2014-03-26,4,5922.53,96,3,3,4,334,Regular
21569,2014-03-23,6,4960.16,99,3,4,4,344,Regular
15830,2013-08-29,5,2680.38,305,1,4,3,143,Regular
24486,2013-07-04,2,36.59,361,1,1,1,111,At Risk
17822,2014-02-02,1,29.99,148,3,1,1,311,Regular
11894,2013-12-06,9,8223.0,206,2,4,4,244,Regular
29206,2013-09-18,3,148.98,285,1,2,2,122,At Risk
20550,2013-10-10,1,24.99,263,2,1,1,211,At Risk
25505,2014-02-15,2,38.98,135,3,1,1,311,Regular
16849,2014-06-07,4,176.95,23,4,3,2,432,Regular
13792,2014-05-24,7,7216.08,37,4,4,4,444,High Value
14121,2013-11-08,4,3319.7,234,2,3,4,234,Regular
26195,2013-07-05,2,27.28,360,1,1,1,111,At Risk
19531,2013-07-11,3,1179.97,354,1,2,3,123,At Risk
22448,2013-07-24,3,2479.94,341,1,2,3,123,At Risk
22777,2013-11-05,3,193.98,237,2,2,2,222,At Risk
28187,2013-12-13,2,39.98,199,2,1,1,211,At Risk
17038,2014-04-04,3,2442.28,87,3,2,3,323,Regular
25694,2014-05-03,2,1223.84,58,4,1,3,413,Regular
29441,2014-05-27,3,68.97,34,4,2,2,422,Regular
14811,2013-08-17,3,36.93,317,1,2,1,121,At Risk
13102,2013-09-08,5,2386.94,295,1,4,3,143,Regular
26713,2013-11-05,3,58.47,237,2,2,2,222,At Risk
18057,2014-02-02,1,1700.99,148,3,1,3,313,Regular
21758,2014-03-15,2,14.98,107,3,1,1,311,Regular
27168,2014-03-20,2,67.49,102,3,1,2,312,Regular
18512,2014-05-08,2,2349.98,53,4,1,3,413,Regular
28422,2014-05-19,2,34.89,42,4,1,1,411,Regular
23467,2014-06-20,1,29.99,10,4,1,1,411,Regular
14576,2013-12-11,3,1476.54,201,2,2,3,223,At Risk
29896,2014-03-31,210,294289.13,91,3,4,4,344,Regular
12584,2014-04-18,3,2633.39,73,4,2,3,423,Regular
19076,2014-03-15,5,3177.96,107,3,4,4,344,Regular
21240,2013-08-20,2,119.98,314,1,1,2,112,At Risk
12412,2014-04-13,5,258.48,78,4,4,2,442,Regular
27732,2014-04-11,2,30.48,80,4,1,1,411,Regular
25960,2014-02-26,3,1957.47,124,3,2,3,323,Regular
15140,2014-03-30,3,62.27,92,3,2,2,322,Regular
23796,2013-12-05,2,36.59,207,2,1,1,211,At Risk
17304,2014-05-31,3,62.27,30,4,2,2,422,Regular
11204,2014-04-12,4,77.27,79,4,3,2,432,Regular
13666,2014-05-07,3,5900.55,54,4,2,4,424,Regular
26650,2014-02-22,2,4455.49,128,3,1,4,314,Regular
17994,2013-07-19,2,27.28,346,1,1,1,111,At Risk
22322,2013-10-03,4,600.46,270,1,3,3,133,Regular
12349,2014-02-01,5,6772.14,149,3,4,4,344,Regular
14058,2014-01-03,7,5652.52,178,2,4,4,244,Regular
22714,2013-11-25,4,71.95,217,2,3,2,232,Regular
18386,2014-05-12,3,2309.97,49,4,2,3,423,Regular
27042,2014-05-13,2,68.49,48,4,1,2,412,Regular
20613,2013-12-15,3,6056.61,197,2,2,4,224,At Risk
13039,2014-02-13,3,3282.83,137,3,2,4,324,Regular
26023,2014-02-26,4,1917.46,124,3,3,3,333,Regular
11957,2014-06-10,6,91.25,20,4,4,2,442,Regular
24941,2013-08-22,1,32.6,312,1,1,1,111,At Risk
17367,2013-09-08,2,68.49,295,1,1,2,112,At Risk
29269,2014-03-07,1,3.99,115,3,1,1,311,Regular
21695,2014-04-29,4,1169.46,62,4,3,3,433,High Value
16285,2014-06-18,5,76.94,12,4,4,2,442,Regular
20221,2013-11-15,4,6035.6,227,2,3,4,234,Regular
29959,2014-05-01,17,6287.78,60,4,4,4,444,High Value
12647,2013-09-20,9,6886.6,283,1,4,4,144,Regular
15893,2013-11-23,5,1428.94,219,2,4,3,243,Regular
28877,2013-07-31,2,12.98,334,1,1,1,111,At Risk
24549,2013-09-25,4,2514.93,278,1,3,3,133,Regular
21303,2013-12-28,3,68.97,184,2,2,2,222,At Risk
16975,2014-02-06,3,67.97,144,3,2,2,322,Regular
25631,2014-02-08,2,38.98,142,3,1,1,311,Regular
11565,2014-02-08,1,34.99,142,3,1,1,311,Regular
11267,2013-06-09,5,5943.23,386,1,4,4,144,Regular
13431,2013-11-13,6,4592.5,229,2,4,4,244,Regular
15595,2014-03-07,2,4369.09,115,3,1,4,314,Regular
29976,2013-04-30,22,17162.97,426,1,4,4,144,Regular
12996,2014-03-04,4,6808.15,118,3,3,4,334,Regular
24403,2013-06-08,2,2393.06,387,1,1,3,113,At Risk
15913,2013-08-27,4,712.27,307,1,3,3,133,Regular
21486,2014-03-01,2,1155.48,121,3,1,3,313,Regular
28671,2013-06-20,2,4320.62,375,1,1,4,114,At Risk
14347,2013-12-16,4,2900.39,196,2,3,4,234,Regular
20181,2013-06-12,1,2443.35,383,1,1,3,113,At Risk
14562,2013-10-19,2,7.28,254,2,1,1,211,At Risk
23052,2014-01-04,1,29.99,177,2,1,1,211,At Risk
30022,2014-03-31,68,32116.66,91,3,4,4,344,Regular
27105,2014-03-17,4,4447.15,105,3,3,4,334,Regular
13042,2014-03-24,3,84.47,98,3,2,2,322,Regular
18784,2014-03-17,3,128.97,105,3,2,2,322,Regular
15867,2014-05-15,2,7.28,46,4,1,1,411,Regular
14516,2013-12-13,2,78.98,199,2,1,2,212,At Risk
20135,2013-12-01,3,69.97,211,2,2,2,222,At Risk
25754,2014-02-07,2,23.78,143,3,1,1,311,Regular
14393,2014-03-01,2,31.97,121,3,1,1,311,Regular
13165,2014-04-12,2,4501.55,79,4,1,4,414,Regular
21655,2013-08-24,4,2648.07,310,1,3,3,133,Regular
24234,2014-05-13,3,563.77,48,4,2,3,423,Regular
20304,2013-11-19,2,1170.48,223,2,1,3,213,At Risk
11814,2014-02-08,5,101.26,142,3,4,2,342,Regular
11476,2014-04-03,1,53.99,88,3,1,1,311,Regular
25585,2014-05-28,4,1188.46,33,4,3,3,433,High Value
13119,2014-04-26,6,6829.45,65,4,4,4,444,High Value
12873,2014-03-19,5,5676.24,103,3,4,4,344,Regular
24357,2013-10-13,3,2443.55,260,2,2,3,223,At Risk
21532,2014-05-25,5,2399.95,36,4,4,3,443,High Value
11522,2013-07-04,4,5888.24,361,1,3,4,134,Regular
11768,2013-12-14,4,8139.04,198,2,3,4,234,Regular
22883,2013-08-21,1,29.99,313,1,1,1,111,At Risk
23006,2014-04-01,3,39.47,90,3,2,1,321,Regular
11645,2014-06-05,5,153.46,25,4,4,2,442,Regular
18907,2013-06-17,5,4167.23,378,1,4,4,144,Regular
15575,2014-05-10,3,2910.9,51,4,2,4,424,Regular
26982,2014-01-04,1,28.99,177,2,1,1,211,At Risk
24065,2014-01-21,2,1170.48,160,3,1,3,313,Regular
21824,2014-05-12,2,27.28,49,4,1,1,411,Regular
14685,2014-03-24,6,146.74,98,3,4,2,342,Regular
26046,2014-03-06,3,93.48,116,3,2,2,322,Regular
19843,2014-03-07,1,564.99,115,3,1,3,313,Regular
15621,2014-05-26,4,5977.74,35,4,3,4,434,High Value
24526,2013-07-28,2,2419.06,337,1,1,3,113,At Risk
21363,2013-09-27,1,4.99,276,1,1,1,111,At Risk
24280,2013-12-17,3,27.77,195,2,2,1,221,At Risk
18953,2014-02-15,2,777.44,135,3,1,3,313,Regular
14639,2013-12-15,4,1547.57,197,2,3,3,233,Regular
23344,2013-11-05,2,3882.55,237,2,1,4,214,At Risk
19889,2014-03-26,1,539.99,96,3,1,2,312,Regular
29730,2014-05-01,12,11038.02,60,4,4,4,444,High Value
16159,2014-05-25,5,4411.65,36,4,4,4,444,High Value
24572,2013-09-16,1,3.99,287,1,1,1,111,At Risk
27566,2013-11-19,3,27.77,223,2,2,1,221,At Risk
18323,2013-12-19,2,39.98,193,2,1,1,211,At Risk
18661,2014-03-09,1,4.99,113,3,1,1,311,Regular
28794,2011-10-04,1,3578.27,1000,1,1,4,114,At Risk
17095,2013-08-15,4,2760.41,319,1,3,3,133,Regular
28456,2013-07-07,1,69.99,358,1,1,2,112,At Risk
17433,2014-04-14,3,2341.46,77,4,2,3,423,Regular
29684,2014-03-31,86,82357.07,91,3,4,4,344,Regular
16205,2014-04-13,7,6950.57,78,4,4,4,444,High Value
27274,2014-03-17,3,4468.16,105,3,2,4,324,Regular
27520,2013-10-18,2,78.98,255,2,1,2,212,At Risk
18369,2014-03-14,2,1725.98,108,3,1,3,313,Regular
18615,2014-05-15,3,2334.97,46,4,2,3,423,Regular
17387,2013-09-03,10,148.19,300,1,4,2,142,Regular
28748,2013-12-15,2,23.78,197,2,1,1,211,At Risk
28502,2013-12-31,2,777.34,181,2,1,3,213,At Risk
17141,2014-04-30,3,2376.96,61,4,2,3,423,Regular
12581,2014-03-19,3,2646.4,103,3,2,3,323,Regular
21071,2013-12-03,3,2533.97,209,2,2,3,223,At Risk
15498,2014-02-24,10,256.52,126,3,4,2,342,Regular
24818,2013-09-26,2,2438.06,277,1,1,3,113,At Risk
27735,2014-06-26,4,84.96,4,4,3,2,432,Regular
12060,2013-11-25,5,4811.54,217,2,4,4,244,Regular
19720,2014-01-07,2,78.98,174,2,1,2,212,At Risk
26169,2014-04-21,3,36.27,70,4,2,1,421,Regular
19030,2014-02-20,4,3310.41,130,3,3,4,334,Regular
19199,2013-06-26,3,1134.47,369,1,2,3,123,At Risk
26690,2013-10-26,4,132.47,247,2,3,2,232,Regular
26859,2013-12-18,2,33.98,194,2,1,1,211,At Risk
13457,2014-01-05,2,56.97,176,2,1,2,212,At Risk
28041,2011-07-30,1,3578.27,1066,1,1,4,114,At Risk
17725,2013-11-13,2,4698.76,229,2,1,4,214,At Risk
17848,2013-12-01,3,3917.54,211,2,2,4,224,At Risk
16803,2013-06-16,3,1759.97,379,1,2,3,123,At Risk
29086,2013-12-10,3,805.33,202,2,2,3,223,At Risk
11184,2014-03-11,5,68.25,111,3,4,2,342,Regular
25508,2014-04-05,1,539.99,86,3,1,2,312,Regular
12750,2014-03-30,6,6491.73,92,3,4,4,344,Regular
23819,2013-12-12,3,4802.11,200,2,2,4,224,At Risk
15329,2014-01-14,4,3134.95,167,2,3,4,234,Regular
22070,2014-01-06,2,14.98,175,2,1,1,211,At Risk
11107,2013-11-21,6,8171.01,221,2,4,4,244,Regular
23421,2013-12-27,5,4208.31,185,2,4,4,244,Regular
22468,2014-04-18,1,1700.99,73,4,1,3,413,Regular
21947,2014-04-07,3,4632.86,84,4,2,4,424,Regular
23942,2013-11-11,2,6.28,231,2,1,1,211,At Risk
24111,2014-01-15,1,4.99,166,2,1,1,211,At Risk
12458,2014-02-04,1,49.99,146,3,1,1,311,Regular
21778,2014-03-20,2,14.98,102,3,1,1,311,Regular
14055,2014-05-30,6,5177.4,31,4,4,4,444,High Value
11891,2013-11-30,4,109.97,212,2,3,2,232,Regular
20596,2013-08-29,3,32.27,305,1,2,1,121,At Risk
11399,2013-09-13,2,13.98,290,1,1,1,111,At Risk
22760,2013-09-20,2,548.98,283,1,1,2,112,At Risk
23129,2013-10-06,1,4.99,267,1,1,1,111,At Risk
25293,2014-02-27,2,67.59,123,3,1,2,312,Regular
13932,2014-04-08,1,21.98,83,4,1,1,411,Regular
19322,2014-05-11,2,1565.43,50,4,1,3,413,Regular
26567,2014-05-03,3,1957.47,58,4,2,3,423,Regular
29899,2014-03-31,91,132838.33,91,3,4,4,344,Regular
23650,2013-10-27,2,39.98,246,2,1,1,211,At Risk
22239,2013-12-01,2,32.28,211,2,1,1,211,At Risk
13334,2013-12-31,4,71.95,181,2,3,2,232,Regular
14224,2014-01-02,5,5621.22,179,2,4,4,244,Regular
28333,2013-07-09,1,53.99,356,1,1,1,111,At Risk
17556,2013-09-05,1,4.99,298,1,1,1,111,At Risk
21194,2014-02-07,4,3911.53,143,3,3,4,334,Regular
12289,2013-10-22,8,5645.86,251,2,4,4,244,Regular
24695,2013-08-10,3,166.28,324,1,2,2,122,At Risk
15206,2014-03-22,4,98.96,100,3,3,2,332,Regular
29209,2013-07-29,2,39.98,336,1,1,1,111,At Risk
16680,2014-03-19,5,104.86,103,3,4,2,342,Regular
12352,2014-04-21,7,274.24,70,4,4,2,442,Regular
20012,2014-05-10,3,554.97,51,4,2,3,423,Regular
25877,2014-06-26,3,79.97,4,4,2,2,422,Regular
18738,2013-08-22,5,6089.59,312,1,4,4,144,Regular
16574,2014-04-28,3,44.97,63,4,2,1,421,Regular
29315,2013-10-10,4,103.96,263,2,3,2,232,Regular
27151,2014-03-10,2,6.28,112,3,1,1,311,Regular
24987,2014-04-14,2,2413.06,77,4,1,3,413,Regular
20902,2014-06-17,3,37.27,13,4,2,1,421,Regular
16972,2013-09-12,2,1754.98,291,1,1,3,113,At Risk
